DIA_TRANSPORTE;AMBA;MOTIVO_ATSF;GENERO;TIPO_TRANSPORTE;CANT_TRJ;DATO_PRELIMINAR
2020-10-31;NO;JUBILACION;F;TOTAL;18847;NO
2020-10-31;NO;JUBILACION;F;TREN;0;NO
2020-10-31;NO;JUBILACION;M;COLECTIVO;11562;NO
2020-10-31;NO;JUBILACION;M;LANCHA;2;NO
2020-10-31;NO;JUBILACION;M;SUBTE;0;NO
2020-10-31;NO;JUBILACION;M;TOTAL;11564;NO
2020-10-31;NO;JUBILACION;M;TREN;0;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;2518;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;F;TOTAL;2518;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;F;TREN;0;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;1204;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;M;TOTAL;1204;NO
2020-10-31;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-10-31;NO;OTRO;F;COLECTIVO;890;NO
2020-10-31;NO;OTRO;F;LANCHA;0;NO
2020-10-31;NO;OTRO;F;SUBTE;0;NO
2020-10-31;NO;OTRO;F;TOTAL;890;NO
2020-10-31;NO;OTRO;F;TREN;0;NO
2020-10-31;NO;OTRO;M;COLECTIVO;437;NO
2020-10-31;NO;OTRO;M;LANCHA;0;NO
2020-10-31;NO;OTRO;M;SUBTE;0;NO
2020-10-31;NO;OTRO;M;TOTAL;437;NO
2020-10-31;NO;OTRO;M;TREN;0;NO
2020-10-31;NO;PENSION;F;COLECTIVO;13527;NO
2020-10-31;NO;PENSION;F;LANCHA;0;NO
2020-10-31;NO;PENSION;F;SUBTE;0;NO
2020-10-31;NO;PENSION;F;TOTAL;13527;NO
2020-10-31;NO;PENSION;F;TREN;0;NO
2020-10-31;NO;PENSION;M;COLECTIVO;5906;NO
2020-10-31;NO;PENSION;M;LANCHA;1;NO
2020-10-31;NO;PENSION;M;SUBTE;0;NO
2020-10-31;NO;PENSION;M;TOTAL;5907;NO
2020-10-31;NO;PENSION;M;TREN;0;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;9401;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;9401;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;0;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;102;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;102;NO
2020-10-31;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-10-31;NO;PROGRESAR;F;COLECTIVO;5150;NO
2020-10-31;NO;PROGRESAR;F;LANCHA;1;NO
2020-10-31;NO;PROGRESAR;F;SUBTE;0;NO
2020-10-31;NO;PROGRESAR;F;TOTAL;5151;NO
2020-10-31;NO;PROGRESAR;F;TREN;0;NO
2020-10-31;NO;PROGRESAR;M;COLECTIVO;2613;NO
2020-10-31;NO;PROGRESAR;M;LANCHA;0;NO
2020-10-31;NO;PROGRESAR;M;SUBTE;0;NO
2020-10-31;NO;PROGRESAR;M;TOTAL;2613;NO
2020-10-31;NO;PROGRESAR;M;TREN;0;NO
2020-10-31;SI;;;COLECTIVO;402869;NO
2020-10-31;SI;;;LANCHA;0;NO
2020-10-31;SI;;;SUBTE;17480;NO
2020-10-31;SI;;;TOTAL;419957;NO
2020-10-31;SI;;;TREN;44455;NO
2020-10-31;SI;;F;COLECTIVO;219730;NO
2020-10-31;SI;;F;LANCHA;0;NO
2020-10-31;SI;;F;SUBTE;8424;NO
2020-10-31;SI;;F;TOTAL;227979;NO
2020-10-31;SI;;F;TREN;24931;NO
2020-10-31;SI;;M;COLECTIVO;207270;NO
2020-10-31;SI;;M;LANCHA;0;NO
2020-10-31;SI;;M;SUBTE;10245;NO
2020-10-31;SI;;M;TOTAL;216363;NO
2020-10-31;SI;;M;TREN;29712;NO
2020-10-31;SI;AUH;F;COLECTIVO;115034;NO
2020-10-31;SI;AUH;F;LANCHA;0;NO
2020-10-31;SI;AUH;F;SUBTE;1552;NO
2020-10-31;SI;AUH;F;TOTAL;116484;NO
2020-10-31;SI;AUH;F;TREN;10651;NO
2020-10-31;SI;AUH;M;COLECTIVO;5115;NO
2020-10-31;SI;AUH;M;LANCHA;0;NO
2020-10-31;SI;AUH;M;SUBTE;118;NO
2020-10-31;SI;AUH;M;TOTAL;5226;NO
2020-10-31;SI;AUH;M;TREN;661;NO
2020-10-31;SI;JUBILACION;F;COLECTIVO;65757;NO
2020-10-31;SI;JUBILACION;F;LANCHA;0;NO
2020-10-31;SI;JUBILACION;F;SUBTE;1082;NO
2020-10-31;SI;JUBILACION;F;TOTAL;66735;NO
2020-10-31;SI;JUBILACION;F;TREN;4546;NO
2020-10-31;SI;JUBILACION;M;COLECTIVO;35867;NO
2020-10-31;SI;JUBILACION;M;LANCHA;0;NO
2020-10-31;SI;JUBILACION;M;SUBTE;535;NO
2020-10-31;SI;JUBILACION;M;TOTAL;36373;NO
2020-10-31;SI;JUBILACION;M;TREN;2457;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;12404;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;F;SUBTE;232;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;F;TOTAL;12598;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;F;TREN;1183;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;8219;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;M;SUBTE;153;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;M;TOTAL;8369;NO
2020-10-31;SI;MONOTRIBUTO SOCIAL;M;TREN;858;NO
2020-10-31;SI;OTRO;F;COLECTIVO;2484;NO
2020-10-31;SI;OTRO;F;LANCHA;0;NO
2020-10-31;SI;OTRO;F;SUBTE;64;NO
2020-10-31;SI;OTRO;F;TOTAL;2527;NO
2020-10-31;SI;OTRO;F;TREN;264;NO
2020-10-31;SI;OTRO;M;COLECTIVO;1449;NO
2020-10-31;SI;OTRO;M;LANCHA;0;NO
2020-10-31;SI;OTRO;M;SUBTE;49;NO
2020-10-31;SI;OTRO;M;TOTAL;1484;NO
2020-10-31;SI;OTRO;M;TREN;196;NO
2020-10-31;SI;PENSION;F;COLECTIVO;34869;NO
2020-10-31;SI;PENSION;F;LANCHA;0;NO
2020-10-31;SI;PENSION;F;SUBTE;449;NO
2020-10-31;SI;PENSION;F;TOTAL;35332;NO
2020-10-31;SI;PENSION;F;TREN;3074;NO
2020-10-31;SI;PENSION;M;COLECTIVO;14299;NO
2020-10-31;SI;PENSION;M;LANCHA;0;NO
2020-10-31;SI;PENSION;M;SUBTE;243;NO
2020-10-31;SI;PENSION;M;TOTAL;14516;NO
2020-10-31;SI;PENSION;M;TREN;1321;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;44058;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;1041;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;44757;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;4833;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;494;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;24;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;506;NO
2020-10-31;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;72;NO
2020-10-31;SI;PROGRESAR;F;COLECTIVO;13227;NO
2020-10-31;SI;PROGRESAR;F;LANCHA;0;NO
2020-10-31;SI;PROGRESAR;F;SUBTE;289;NO
2020-10-31;SI;PROGRESAR;F;TOTAL;13569;NO
2020-10-31;SI;PROGRESAR;F;TREN;1520;NO
2020-10-31;SI;PROGRESAR;M;COLECTIVO;5818;NO
2020-10-31;SI;PROGRESAR;M;LANCHA;0;NO
2020-10-31;SI;PROGRESAR;M;SUBTE;148;NO
2020-10-31;SI;PROGRESAR;M;TOTAL;6017;NO
2020-10-31;SI;PROGRESAR;M;TREN;729;NO
2020-11-01;NO;;;COLECTIVO;46744;NO
2020-11-01;NO;;;LANCHA;0;NO
2020-11-01;NO;;;SUBTE;0;NO
2020-11-01;NO;;;TOTAL;46744;NO
2020-11-01;NO;;;TREN;0;NO
2020-11-01;NO;;F;COLECTIVO;20027;NO
2020-11-01;NO;;F;LANCHA;7;NO
2020-11-01;NO;;F;SUBTE;0;NO
2020-11-01;NO;;F;TOTAL;20034;NO
2020-11-01;NO;;F;TREN;0;NO
2020-11-01;NO;;M;COLECTIVO;17624;NO
2020-11-01;NO;;M;LANCHA;11;NO
2020-11-01;NO;;M;SUBTE;0;NO
2020-11-01;NO;;M;TOTAL;17635;NO
2020-11-01;NO;;M;TREN;0;NO
2020-11-01;NO;AUH;F;COLECTIVO;13181;NO
2020-11-01;NO;AUH;F;LANCHA;1;NO
2020-11-01;NO;AUH;F;SUBTE;0;NO
2020-11-01;NO;AUH;F;TOTAL;13182;NO
2020-11-01;NO;AUH;F;TREN;0;NO
2020-11-01;NO;AUH;M;COLECTIVO;378;NO
2020-11-01;NO;AUH;M;LANCHA;0;NO
2020-11-01;NO;AUH;M;SUBTE;0;NO
2020-11-01;NO;AUH;M;TOTAL;378;NO
2020-11-01;NO;AUH;M;TREN;0;NO
2020-11-01;NO;JUBILACION;F;COLECTIVO;9234;NO
2020-11-01;NO;JUBILACION;F;LANCHA;2;NO
2020-11-01;NO;JUBILACION;F;SUBTE;0;NO
2020-11-01;NO;JUBILACION;F;TOTAL;9236;NO
2020-11-01;NO;JUBILACION;F;TREN;0;NO
2020-11-01;NO;JUBILACION;M;COLECTIVO;5455;NO
2020-11-01;NO;JUBILACION;M;LANCHA;0;NO
2020-11-01;NO;JUBILACION;M;SUBTE;0;NO
2020-11-01;NO;JUBILACION;M;TOTAL;5455;NO
2020-11-01;NO;JUBILACION;M;TREN;0;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;1205;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;F;TOTAL;1205;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;F;TREN;0;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;613;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;M;TOTAL;613;NO
2020-11-01;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-11-01;NO;OTRO;F;COLECTIVO;471;NO
2020-11-01;NO;OTRO;F;LANCHA;0;NO
2020-11-01;NO;OTRO;F;SUBTE;0;NO
2020-11-01;NO;OTRO;F;TOTAL;471;NO
2020-11-01;NO;OTRO;F;TREN;0;NO
2020-11-01;NO;OTRO;M;COLECTIVO;255;NO
2020-11-01;NO;OTRO;M;LANCHA;0;NO
2020-11-01;NO;OTRO;M;SUBTE;0;NO
2020-11-01;NO;OTRO;M;TOTAL;255;NO
2020-11-01;NO;OTRO;M;TREN;0;NO
2020-11-01;NO;PENSION;F;COLECTIVO;6839;NO
2020-11-01;NO;PENSION;F;LANCHA;0;NO
2020-11-01;NO;PENSION;F;SUBTE;0;NO
2020-11-01;NO;PENSION;F;TOTAL;6839;NO
2020-11-01;NO;PENSION;F;TREN;0;NO
2020-11-01;NO;PENSION;M;COLECTIVO;3153;NO
2020-11-01;NO;PENSION;M;LANCHA;0;NO
2020-11-01;NO;PENSION;M;SUBTE;0;NO
2020-11-01;NO;PENSION;M;TOTAL;3153;NO
2020-11-01;NO;PENSION;M;TREN;0;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;3155;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;3155;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;0;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;48;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;48;NO
2020-11-01;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-11-01;NO;PROGRESAR;F;COLECTIVO;2539;NO
2020-11-01;NO;PROGRESAR;F;LANCHA;0;NO
2020-11-01;NO;PROGRESAR;F;SUBTE;0;NO
2020-11-01;NO;PROGRESAR;F;TOTAL;2539;NO
2020-11-01;NO;PROGRESAR;F;TREN;0;NO
2020-11-01;NO;PROGRESAR;M;COLECTIVO;1365;NO
2020-11-01;NO;PROGRESAR;M;LANCHA;0;NO
2020-11-01;NO;PROGRESAR;M;SUBTE;0;NO
2020-11-01;NO;PROGRESAR;M;TOTAL;1365;NO
2020-11-01;NO;PROGRESAR;M;TREN;0;NO
2020-11-01;SI;;;COLECTIVO;227650;NO
2020-11-01;SI;;;LANCHA;0;NO
2020-11-01;SI;;;SUBTE;8399;NO
2020-11-01;SI;;;TOTAL;235365;NO
2020-11-01;SI;;;TREN;17555;NO
2020-11-01;SI;;F;COLECTIVO;115456;NO
2020-11-01;SI;;F;LANCHA;0;NO
2020-11-01;SI;;F;SUBTE;3754;NO
2020-11-01;SI;;F;TOTAL;118842;NO
2020-11-01;SI;;F;TREN;9268;NO
2020-11-01;SI;;M;COLECTIVO;118545;NO
2020-11-01;SI;;M;LANCHA;0;NO
2020-11-01;SI;;M;SUBTE;4965;NO
2020-11-01;SI;;M;TOTAL;122630;NO
2020-11-01;SI;;M;TREN;11836;NO
2020-11-01;SI;AUH;F;COLECTIVO;61299;NO
2020-11-01;SI;AUH;F;LANCHA;0;NO
2020-11-01;SI;AUH;F;SUBTE;530;NO
2020-11-01;SI;AUH;F;TOTAL;61823;NO
2020-11-01;SI;AUH;F;TREN;3505;NO
2020-11-01;SI;AUH;M;COLECTIVO;2649;NO
2020-11-01;SI;AUH;M;LANCHA;0;NO
2020-11-01;SI;AUH;M;SUBTE;40;NO
2020-11-01;SI;AUH;M;TOTAL;2671;NO
2020-11-01;SI;AUH;M;TREN;193;NO
2020-11-01;SI;JUBILACION;F;COLECTIVO;35087;NO
2020-11-01;SI;JUBILACION;F;LANCHA;0;NO
2020-11-01;SI;JUBILACION;F;SUBTE;487;NO
2020-11-01;SI;JUBILACION;F;TOTAL;35519;NO
2020-11-01;SI;JUBILACION;F;TREN;1720;NO
2020-11-01;SI;JUBILACION;M;COLECTIVO;19045;NO
2020-11-01;SI;JUBILACION;M;LANCHA;0;NO
2020-11-01;SI;JUBILACION;M;SUBTE;296;NO
2020-11-01;SI;JUBILACION;M;TOTAL;19259;NO
2020-11-01;SI;JUBILACION;M;TREN;924;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;6583;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;F;SUBTE;107;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;F;TOTAL;6676;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;F;TREN;450;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;M;COLECTIVO;4687;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;M;SUBTE;70;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;M;TOTAL;4749;NO
2020-11-01;SI;MONOTRIBUTO SOCIAL;M;TREN;291;NO
2020-11-01;SI;OTRO;F;COLECTIVO;1573;NO
2020-11-01;SI;OTRO;F;LANCHA;0;NO
2020-11-01;SI;OTRO;F;SUBTE;34;NO
2020-11-01;SI;OTRO;F;TOTAL;1590;NO
2020-11-01;SI;OTRO;F;TREN;112;NO
2020-11-01;SI;OTRO;M;COLECTIVO;953;NO
2020-11-01;SI;OTRO;M;LANCHA;0;NO
2020-11-01;SI;OTRO;M;SUBTE;29;NO
2020-11-01;SI;OTRO;M;TOTAL;966;NO
2020-11-01;SI;OTRO;M;TREN;91;NO
2020-11-01;SI;PENSION;F;COLECTIVO;19554;NO
2020-11-01;SI;PENSION;F;LANCHA;0;NO
2020-11-01;SI;PENSION;F;SUBTE;224;NO
2020-11-01;SI;PENSION;F;TOTAL;19732;NO
2020-11-01;SI;PENSION;F;TREN;1087;NO
2020-11-01;SI;PENSION;M;COLECTIVO;8412;NO
2020-11-01;SI;PENSION;M;LANCHA;0;NO
2020-11-01;SI;PENSION;M;SUBTE;129;NO
2020-11-01;SI;PENSION;M;TOTAL;8498;NO
2020-11-01;SI;PENSION;M;TREN;501;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;20044;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;0;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;314;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;20261;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;1543;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;256;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;10;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;263;NO
2020-11-01;SI;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;20;NO
2020-11-01;SI;PROGRESAR;F;COLECTIVO;7160;NO
2020-11-01;SI;PROGRESAR;F;LANCHA;0;NO
2020-11-01;SI;PROGRESAR;F;SUBTE;145;NO
2020-11-01;SI;PROGRESAR;F;TOTAL;7280;NO
2020-11-01;SI;PROGRESAR;F;TREN;542;NO
2020-11-01;SI;PROGRESAR;M;COLECTIVO;3423;NO
2020-11-01;SI;PROGRESAR;M;LANCHA;0;NO
2020-11-01;SI;PROGRESAR;M;SUBTE;72;NO
2020-11-01;SI;PROGRESAR;M;TOTAL;3489;NO
2020-11-01;SI;PROGRESAR;M;TREN;269;NO
2020-11-02;NO;;;COLECTIVO;111709;NO
2020-11-02;NO;;;LANCHA;0;NO
2020-11-02;NO;;;SUBTE;0;NO
2020-11-02;NO;;;TOTAL;111709;NO
2020-11-02;NO;;;TREN;0;NO
2020-11-02;NO;;F;COLECTIVO;57482;NO
2020-11-02;NO;;F;LANCHA;3;NO
2020-11-02;NO;;F;SUBTE;0;NO
2020-11-02;NO;;F;TOTAL;57485;NO
2020-11-02;NO;;F;TREN;0;NO
2020-11-02;NO;;M;COLECTIVO;41586;NO
2020-11-02;NO;;M;LANCHA;4;NO
2020-11-02;NO;;M;SUBTE;0;NO
2020-11-02;NO;;M;TOTAL;41590;NO
2020-11-02;NO;;M;TREN;0;NO
2020-11-02;NO;AUH;F;COLECTIVO;32434;NO
2020-11-02;NO;AUH;F;LANCHA;0;NO
2020-11-02;NO;AUH;F;SUBTE;0;NO
2020-11-02;NO;AUH;F;TOTAL;32434;NO
2020-11-02;NO;AUH;F;TREN;0;NO
2020-11-02;NO;AUH;M;COLECTIVO;925;NO
2020-11-02;NO;AUH;M;LANCHA;0;NO
2020-11-02;NO;AUH;M;SUBTE;0;NO
2020-11-02;NO;AUH;M;TOTAL;925;NO
2020-11-02;NO;AUH;M;TREN;0;NO
2020-11-02;NO;JUBILACION;F;COLECTIVO;27665;NO
2020-11-02;NO;JUBILACION;F;LANCHA;5;NO
2020-11-02;NO;JUBILACION;F;SUBTE;0;NO
2020-11-02;NO;JUBILACION;F;TOTAL;27670;NO
2020-11-02;NO;JUBILACION;F;TREN;0;NO
2020-11-02;NO;JUBILACION;M;COLECTIVO;15804;NO
2020-11-02;NO;JUBILACION;M;LANCHA;4;NO
2020-11-02;NO;JUBILACION;M;SUBTE;0;NO
2020-11-02;NO;JUBILACION;M;TOTAL;15808;NO
2020-11-02;NO;JUBILACION;M;TREN;0;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;F;COLECTIVO;3332;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;F;SUBTE;0;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;F;TOTAL;3332;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;F;TREN;0;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;M;COLECTIVO;1479;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;M;LANCHA;0;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;M;SUBTE;0;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;M;TOTAL;1479;NO
2020-11-02;NO;MONOTRIBUTO SOCIAL;M;TREN;0;NO
2020-11-02;NO;OTRO;F;COLECTIVO;1142;NO
2020-11-02;NO;OTRO;F;LANCHA;0;NO
2020-11-02;NO;OTRO;F;SUBTE;0;NO
2020-11-02;NO;OTRO;F;TOTAL;1142;NO
2020-11-02;NO;OTRO;F;TREN;0;NO
2020-11-02;NO;OTRO;M;COLECTIVO;572;NO
2020-11-02;NO;OTRO;M;LANCHA;0;NO
2020-11-02;NO;OTRO;M;SUBTE;0;NO
2020-11-02;NO;OTRO;M;TOTAL;572;NO
2020-11-02;NO;OTRO;M;TREN;0;NO
2020-11-02;NO;PENSION;F;COLECTIVO;17925;NO
2020-11-02;NO;PENSION;F;LANCHA;3;NO
2020-11-02;NO;PENSION;F;SUBTE;0;NO
2020-11-02;NO;PENSION;F;TOTAL;17928;NO
2020-11-02;NO;PENSION;F;TREN;0;NO
2020-11-02;NO;PENSION;M;COLECTIVO;7384;NO
2020-11-02;NO;PENSION;M;LANCHA;1;NO
2020-11-02;NO;PENSION;M;SUBTE;0;NO
2020-11-02;NO;PENSION;M;TOTAL;7385;NO
2020-11-02;NO;PENSION;M;TREN;0;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;COLECTIVO;16625;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;LANCHA;3;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;SUBTE;0;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TOTAL;16628;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;F;TREN;0;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;COLECTIVO;128;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;LANCHA;0;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;SUBTE;0;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TOTAL;128;NO
2020-11-02;NO;PERSONAL DEL TRABAJO DOMÉSTICO;M;TREN;0;NO
2020-11-02;NO;PROGRESAR;F;COLECTIVO;5618;NO
2020-11-02;NO;PROGRESAR;F;LANCHA;0;NO
2020-11-02;NO;PROGRESAR;F;SUBTE;0;NO
2020-11-02;NO;PROGRESAR;F;TOTAL;5618;NO
2020-11-02;NO;PROGRESAR;F;TREN;0;NO
2020-11-02;NO;PROGRESAR;M;COLECTIVO;2763;NO
2020-11-02;NO;PROGRESAR;M;LANCHA;0;NO
2020-11-02;NO;PROGRESAR;M;SUBTE;0;NO
2020-11-02;NO;PROGRESAR;M;TOTAL;2763;NO
2020-11-02;NO;PROGRESAR;M;TREN;0;NO
2020-11-02;SI;;;COLECTIVO;493026;NO
2020-11-02;SI;;;LANCHA;0;NO
2020-11-02;SI;;;SUBTE;28067;NO
2020-11-02;SI;;;TOTAL;520623;NO
2020-11-02;SI;;;TREN;80597;NO
2020-11-02;SI;;F;COLECTIVO;293420;NO
2020-11-02;SI;;F;LANCHA;0;NO
2020-11-02;SI;;F;SUBTE;15837;NO
2020-11-02;SI;;F;TOTAL;307111;NO
2020-11-02;SI;;F;TREN;46926;NO
2020-11-02;SI;;M;COLECTIVO;273889;NO
2020-11-02;SI;;M;LANCHA;0;NO
2020-11-02;SI;;M;SUBTE;18858;NO
2020-11-02;SI;;M;TOTAL;290981;NO
2020-11-02;SI;;M;TREN;60712;NO
2020-11-02;SI;AUH;F;COLECTIVO;140646;NO
2020-11-02;SI;AUH;F;LANCHA;0;NO
2020-11-02;SI;AUH;F;SUBTE;2646;NO
2020-11-02;SI;AUH;F;TOTAL;142873;NO
2020-11-02;SI;AUH;F;TREN;20590;NO
2020-11-02;SI;AUH;M;COLECTIVO;6575;NO
2020-11-02;SI;AUH;M;LANCHA;0;NO
2020-11-02;SI;AUH;M;SUBTE;224;NO
2020-11-02;SI;AUH;M;TOTAL;6747;NO
2020-11-02;SI;AUH;M;TREN;1377;NO
2020-11-02;SI;JUBILACION;F;COLECTIVO;93685;NO
2020-11-02;SI;JUBILACION;F;LANCHA;0;NO
2020-11-02;SI;JUBILACION;F;SUBTE;2025;NO
2020-11-02;SI;JUBILACION;F;TOTAL;95291;NO
2020-11-02;SI;JUBILACION;F;TREN;8741;NO
2020-11-02;SI;JUBILACION;M;COLECTIVO;50136;NO
2020-11-02;SI;JUBILACION;M;LANCHA;0;NO
2020-11-02;SI;JUBILACION;M;SUBTE;1209;NO
2020-11-02;SI;JUBILACION;M;TOTAL;51128;NO
2020-11-02;SI;JUBILACION;M;TREN;4941;NO
2020-11-02;SI;MONOTRIBUTO SOCIAL;F;COLECTIVO;16256;NO
2020-11-02;SI;MONOTRIBUTO SOCIAL;F;LANCHA;0;NO
2020-11-02;SI;MONOTRIBUTO SOCIAL;F;SUBTE;391;NO
